TITLE = "Visualization of the surface solution"
VARIABLES = "x","y","DROPLET_LWC","X-Momentum","Y-Momentum","Energy","Temperature"
ZONE NODES= 200, ELEMENTS= 200, DATAPACKING=POINT, ZONETYPE=FELINESEG
9.997500e-01	-3.632897e-05	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.990000e-01	-1.452538e-04	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.977600e-01	-3.251112e-04	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.960200e-01	-5.769984e-04	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.937800e-01	-9.004365e-04	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.910500e-01	-1.293364e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.878400e-01	-1.753610e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.841300e-01	-2.283177e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.799500e-01	-2.876826e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.752800e-01	-3.536324e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.701500e-01	-4.256269e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.645400e-01	-5.038225e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.584700e-01	-5.878077e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.519400e-01	-6.774429e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.449600e-01	-7.724467e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.375400e-01	-8.725349e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.296900e-01	-9.774221e-03	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.214000e-01	-1.087086e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.127000e-01	-1.200973e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
9.035800e-01	-1.319056e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.940600e-01	-1.440916e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.841500e-01	-1.566269e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.738500e-01	-1.694956e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.631800e-01	-1.826569e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.521600e-01	-1.960709e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.407700e-01	-2.097463e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.290500e-01	-2.236196e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.170100e-01	-2.376642e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
8.046400e-01	-2.518764e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
7.919700e-01	-2.662063e-02	1.224978e+00	8.335144e+01	1.818735e+00	2.561496e+05	2.881500e+02	
